,type,amount
4611,sale_full,7818
4612,sale_full,4768
4613,sale_full,13586
4614,sale_full,4092
4615,sale_full,3020
4616,sale_full,12047
4617,sale_full,3436
4618,sale_full,7762
4619,sale_full,6188
4620,sale_full,13571
4621,sale_full,13381
4622,sale_full,13897
4623,sale_full,9416
4624,sale_full,9501
4625,sale_full,7108
4626,sale_full,4957
4627,sale_full,13393
4628,sale_full,9656
4629,sale_full,10326
4630,purchase,9042
4631,purchase,2202
4632,purchase,1791
4633,sale_full,10406
4634,sale_full,14756
4635,purchase,6975
4636,purchase,9704
4637,purchase,6836
4638,sale_full,8946
4639,sale_full,14371
4640,purchase,14708
4641,purchase,4589
4642,sale_partial,13044
4643,sale_full,14816
4644,sale_full,11319
4645,sale_partial,14635
4646,purchase,9359
4647,purchase,14264
4648,purchase,4788
4649,sale_partial,12486
4650,sale_full,8588
4651,sale_full,40541
4652,sale_full,15236
4653,sale_full,30271
4654,sale_full,4897
4655,sale_full,11040
4656,sale_full,39131
4657,sale_full,1736
4658,sale_full,10746
4659,sale_full,75419
4660,purchase,9464
4662,sale_full,24355
4663,sale_full,14179
4664,sale_full,8279
4665,sale_full,5675
4666,sale_full,4696
4667,sale_full,18324
4668,sale_full,65487
4669,sale_full,69723
4670,sale_full,25054
4671,sale_full,1971
4672,sale_full,9933
4673,sale_full,12375
4674,sale_full,9396
4675,sale_full,1562
4676,sale_full,11281
4677,purchase,9960
4678,sale_full,14367
4679,sale_full,10549
4680,sale_full,13661
4681,sale_full,13881
4682,sale_full,30906
4683,sale_full,21361
4684,sale_full,10892
4685,sale_full,4645
4686,sale_full,21285
4687,sale_full,8195
4688,sale_full,6377
4689,sale_full,21317
4690,sale_full,6071
4691,sale_full,13586
4692,sale_full,13901
4693,sale_full,22384
4694,sale_full,7801
4695,sale_full,12069
4696,sale_full,14796
4697,sale_full,46376
4698,sale_full,13743
4699,sale_full,1692
4700,sale_full,1241
4701,sale_full,13350
4702,sale_full,49439
4703,sale_full,13094
4704,purchase,6935
4705,sale_partial,8889
4706,sale_full,402023
4707,purchase,21320
4708,purchase,26446
4709,sale_full,275038
4710,purchase,23342
4711,purchase,370553
4712,purchase,4592
4713,purchase,32806
4714,purchase,15804
4715,purchase,1702
4716,purchase,1635
4717,purchase,11361
4718,sale_partial,8955
4719,purchase,13749
4720,purchase,12613
4721,sale_full,14644
4722,sale_full,11325
4723,sale_partial,1237
4724,sale_partial,14163
4725,sale_partial,5589
4726,sale_partial,9364
4727,sale_full,13256
4728,sale_full,354090
4729,sale_full,56958
4730,sale_partial,282454
4731,sale_partial,439446
4732,sale_full,500483
4733,purchase,625563
4734,sale_full,242985
4796,purchase,10869
4797,sale_full,6926
4798,sale_full,38708
4799,purchase,35575
4800,purchase,16071
4801,purchase,42097
4802,purchase,1588
4803,sale_partial,4631
4804,sale_partial,10143
4805,sale_partial,3115
4806,purchase,1584
4807,sale_partial,12188
4808,sale_partial,4732
4809,sale_partial,196
4810,sale_full,30663
4811,purchase,37427
4812,sale_full,247671
4813,sale_full,137096
4814,sale_full,182479
4815,sale_full,172454
4816,sale_full,168075
4817,sale_full,199030
4818,sale_full,192029
4819,sale_full,120443
4820,sale_full,142358
4821,sale_full,191472
4822,sale_full,146441
4823,sale_full,197837
4824,sale_full,77199
4825,sale_full,216577
4826,sale_full,174864
4827,sale_full,513516
4828,sale_full,963182
4830,sale_full,720308
4831,sale_partial,452301
4833,purchase,877856
4877,sale_full,11418
4878,purchase,3674
4879,purchase,7726
4880,purchase,10526
4881,sale_full,93509
4882,sale_full,7612
4883,sale_partial,4845
4884,purchase,23607
4885,purchase,32467
4886,purchase,30397
4980,sale_full,8214
4981,purchase,35332
4982,purchase,1548
4983,purchase,11574
4985,sale_full,32601
4989,sale_partial,83329
4990,sale_full,271474
4993,sale_full,5399
4994,sale_full,11857
4995,sale_full,1406
4996,sale_full,14525
4997,sale_full,5113
4998,sale_full,7837
4999,sale_full,11583
5000,sale_full,30405
5001,sale_full,12477
5002,sale_full,7982
5003,sale_full,13503
5004,sale_full,19283
5005,sale_full,8618
5006,sale_full,8497
5007,sale_full,2061
5008,sale_full,12650
5009,sale_full,10562
5010,sale_full,26070
5011,sale_full,2256
5012,sale_full,46893
5013,sale_full,10378
5014,sale_full,6424
5015,sale_full,7671
5016,sale_full,1372
5017,sale_full,12839
5018,sale_full,33299
5019,sale_full,8163
5020,sale_full,5334
5021,sale_full,13232
5022,sale_full,14926
5023,sale_full,5909
5024,sale_full,7489
5025,sale_full,4133
5026,sale_full,14694
5215,sale_full,5164
5216,sale_full,22874
5217,purchase,92430
5218,sale_full,77397
5219,sale_full,199077
5220,purchase,110418
5221,purchase,37516
5222,purchase,23944
5223,sale_full,20563
5224,purchase,56552
5225,purchase,77666
5226,sale_full,17693
5227,purchase,54411
5228,purchase,20395
5229,purchase,12842
5230,purchase,26882
5231,purchase,75456
5232,purchase,38411
5233,purchase,12334
5234,purchase,11316
5235,purchase,4633
5236,purchase,65960
5237,sale_full,148272
5238,purchase,5186
5239,purchase,4590
5240,purchase,140432
5241,purchase,44299
5242,purchase,38874
5243,purchase,47082
5244,purchase,19131
5245,purchase,114999
5246,purchase,21752
5247,purchase,41184
5248,sale_full,159874
5249,sale_full,387103
5250,sale_full,227649
5251,purchase,13986
5252,purchase,33719
5253,purchase,59487
5254,purchase,34926
5255,purchase,158472
5256,purchase,5768
5257,purchase,12960
5258,purchase,33458
5259,sale_full,439808
5260,purchase,73445
5261,purchase,14296
5262,purchase,13170
5263,purchase,6048
5264,sale_partial,10278
5265,sale_partial,1083
5266,purchase,128145
5267,purchase,79671
5268,purchase,6607
5269,purchase,31088
5270,sale_full,89619
5271,purchase,32590
5272,sale_full,47574
5273,purchase,8392
5274,sale_full,211057
5275,sale_full,158490
5276,purchase,79330
5277,sale_partial,9694
5278,sale_partial,1213
5279,sale_partial,2512
5280,sale_partial,14867
5281,purchase,5267
5282,purchase,12251
5283,sale_partial,816
5284,sale_partial,659
5285,sale_partial,270
5286,purchase,367
5287,sale_partial,6980
5288,purchase,94
5289,sale_partial,632
5290,purchase,824
5291,sale_full,43136
5325,sale_full,34583
5326,sale_full,11060
5327,sale_full,26202
5328,purchase,6268
5329,purchase,6259
5330,purchase,5032
5331,sale_full,43963
5332,sale_full,36431
5333,sale_full,5520
5334,purchase,44491
5335,sale_full,12191
5336,purchase,1340
5337,purchase,2758
5338,purchase,10057
5339,purchase,91643
5340,sale_full,12726
5358,purchase,5492
5359,purchase,11613
5360,purchase,3953
5368,purchase,538930
5369,purchase,377577
5370,purchase,765304
5371,purchase,603269
5465,sale_full,1116
5466,sale_full,1825
5467,purchase,4744
5468,purchase,1738
5469,sale_full,14337
5470,sale_full,11287
5471,purchase,5041
5472,purchase,1783
5473,purchase,14552
5474,purchase,14062
5475,sale_full,13309
5476,sale_full,1593
5477,purchase,5161
5478,purchase,10023
5479,purchase,9644
5480,purchase,12246
5481,purchase,6257
5482,purchase,123737
5483,sale_partial,210796
5484,sale_full,55354
5485,sale_partial,143340
5541,sale_full,4598
5542,sale_full,31106
5544,sale_partial,4126
5545,purchase,5482
5546,sale_full,5502
5549,purchase,1541
5550,purchase,4214
5555,sale_full,11310
5556,purchase,11696
5557,sale_full,10005
5558,sale_full,7373
5559,purchase,10727
5563,purchase,217751
5564,purchase,9113
5565,purchase,7931
5566,sale_partial,7523
5567,purchase,14425
5568,sale_full,13438
5569,sale_full,4593
5570,sale_partial,60967
5571,sale_partial,5201
5572,sale_full,2748
5573,sale_full,6822
5574,sale_full,2220
5575,sale_full,20343
5576,sale_full,37843
5577,sale_full,6492
5578,sale_full,12063
5579,purchase,6371
5580,purchase,7546
5581,purchase,42724
5582,sale_full,1989
5583,purchase,43322
5584,purchase,45362
5585,purchase,5899
5586,purchase,13748
5587,purchase,6035
5588,sale_partial,24379
5589,sale_partial,9946
5590,sale_full,7210
5591,purchase,9256
5592,sale_full,14095
5593,purchase,5277
5594,purchase,13362
5595,purchase,1124
5596,purchase,11936
5604,purchase,22998
5605,sale_partial,42789
5606,purchase,38579
5607,purchase,29518
5608,purchase,17180
5609,sale_partial,43722
5610,purchase,27129
5611,purchase,74020
5612,purchase,40225
5613,sale_partial,28476
5614,purchase,94704
5615,sale_partial,26015
5616,purchase,110174
5621,purchase,39790
5622,sale_full,31484
5659,purchase,4923
5660,purchase,13181
5661,purchase,13623
5662,sale_full,2010
5663,purchase,8111
5664,sale_full,8826
5665,sale_partial,86806
5666,purchase,6927
5667,purchase,1772
5668,sale_full,8579
5669,purchase,14573
5670,sale_full,14411
5671,sale_full,14566
5672,purchase,11385
5673,purchase,1396
5674,purchase,8859
5675,sale_full,2426
5676,sale_full,6915
5677,purchase,4163
5678,purchase,12819
5679,purchase,4704
5680,purchase,51049
5697,sale_full,10633
5698,purchase,8735
5699,purchase,183782
5700,purchase,10158
5701,purchase,5340
5702,purchase,14148
5703,sale_full,42424
5704,purchase,3639
5705,purchase,11327
5706,sale_full,12383
5707,purchase,11768
5708,purchase,9928
5709,purchase,958
5710,sale_full,8968
5711,purchase,627
5712,sale_partial,40693
5713,sale_full,6541
5714,sale_full,14212
5715,purchase,10734
5716,sale_full,1761
5718,sale_full,303506
5719,sale_full,310925
5720,purchase,327713
5721,purchase,347083
5722,sale_partial,389
5723,sale_partial,397
5724,sale_partial,495
5725,purchase,1976
5726,sale_full,341
5727,purchase,760
5728,purchase,30868
5729,sale_partial,14847
5730,sale_partial,14953
5731,purchase,17419
5732,sale_full,22858
5733,purchase,1590
5734,sale_full,7440
5735,purchase,10794
5736,purchase,984
5737,sale_partial,817283
5738,purchase,665937
5739,purchase,520981
5740,purchase,16401
5741,sale_full,6604
5744,purchase,12283
5745,purchase,2283
5746,sale_full,9169
5747,purchase,7494
5748,sale_full,10305
5749,purchase,1066
5750,purchase,3853
5751,purchase,5629
5752,purchase,8078
5753,purchase,7370
5754,purchase,8603
5755,purchase,6831
5756,purchase,5804
5757,purchase,4939
5758,purchase,2433
5759,purchase,12194
5760,purchase,3647
5761,purchase,3096
5762,purchase,12803
5768,purchase,2678
5769,purchase,10154
5770,purchase,4016
5771,sale_full,47285
5772,sale_full,7034
5773,purchase,1249
5774,sale_full,34564
5775,purchase,33349
5776,purchase,24741
5777,purchase,49158
5778,sale_full,66573
5779,purchase,2562
5780,sale_full,6012
5781,purchase,12781
5782,purchase,3435
5783,sale_full,5537
5784,purchase,7672
5785,purchase,8113
5786,purchase,9582
5787,purchase,14638
5788,purchase,9669
5789,purchase,1224
5790,sale_partial,13047
5791,sale_full,7546
5792,sale_full,5964
5808,purchase,18471
5809,purchase,11747
5810,sale_full,8511
5811,sale_partial,20576
5812,sale_partial,11942
5813,sale_partial,5042
5814,purchase,99323
5815,purchase,47976
5816,purchase,46717
5817,sale_partial,36954
5818,sale_partial,46514
5819,sale_full,35004
5820,purchase,47626
5821,purchase,46630
5822,sale_full,47481
5823,sale_full,27381
5824,sale_full,30950
5825,purchase,39830
5826,purchase,2783
5827,sale_partial,32218
5828,sale_partial,40773
5829,sale_full,75439
5830,sale_full,40087
5831,sale_full,27381
5832,sale_partial,74762
5833,purchase,53999
5834,purchase,6063
5835,purchase,13756
5836,purchase,25903
5837,purchase,90100
5838,purchase,14153
5839,purchase,2586
5840,purchase,8511
5841,purchase,2667
5842,sale_full,4870
5843,purchase,7802
5844,purchase,2196
5845,purchase,12351
5846,sale_full,3247
5847,sale_full,6824
5848,purchase,9578
5849,purchase,5423
5850,purchase,13475
5851,sale_full,13864
5852,sale_full,10325
5853,purchase,4220
5854,sale_partial,13761
5855,purchase,13746
5856,sale_full,5171
5857,purchase,2459
5858,sale_full,5148
5859,purchase,4568
5860,sale_full,3292
5861,purchase,5879
5862,purchase,304007
5863,purchase,8098
5864,purchase,8960
5865,purchase,11189
5866,purchase,4936
5867,purchase,11479
5868,sale_partial,4494
5869,sale_partial,5794
5871,purchase,75407
5872,purchase,15521
5873,sale_full,9369
5874,sale_full,38418
5875,sale_full,5641
5876,sale_full,14824
5877,sale_full,3643
5878,sale_full,9169
5879,sale_full,3047
5880,sale_full,3926
5881,sale_full,2845
5882,sale_full,2121
5883,sale_full,6384
5884,sale_full,12321
5885,sale_full,5084
5886,sale_full,21349
5887,sale_full,12821
5888,sale_full,10064
5889,sale_full,1151
5890,sale_full,9163
5891,sale_full,14198
5892,sale_full,3657
5893,purchase,64649
5894,purchase,109682
5895,purchase,19659
5896,purchase,88867
5897,purchase,11536
5898,sale_full,157750
5899,purchase,1211
5900,sale_full,27114
5901,sale_full,261277
5902,purchase,17283
5903,purchase,49707
5904,purchase,44947
5905,sale_full,147446
5906,purchase,83625
5907,purchase,152125
5908,sale_full,81835
5909,purchase,16915
5910,purchase,10105
5911,purchase,14848
5912,purchase,9200
5913,purchase,3898
5914,purchase,12541
5915,purchase,2492
5916,sale_partial,14246
5917,sale_partial,6968
5918,purchase,4613
5919,purchase,5960
5920,purchase,9644
5921,purchase,9853
5922,sale_partial,5594
5923,sale_partial,2580
5924,purchase,2545
5925,purchase,11421
5926,sale_partial,1302
5927,sale_full,6575
5928,purchase,11905
5929,sale_full,44058
5930,purchase,11915
5965,purchase,8124
5966,purchase,5278
5967,purchase,11256
5968,sale_full,3142
5969,purchase,4097
5970,purchase,10395
5971,sale_full,270
5972,purchase,607
5973,purchase,282
5974,purchase,58172
5975,purchase,44620
5976,purchase,44765
5977,sale_full,1681
5978,sale_full,3147
5979,purchase,4581
5980,sale_full,1661
5981,sale_full,14857
5982,sale_full,12133
5983,sale_full,10719
5984,sale_full,7020
5985,sale_full,13858
5986,purchase,5110
5987,sale_full,9806
5988,sale_full,1686
5989,sale_full,4592
5990,purchase,4760
5991,sale_full,6353
5992,sale_full,8262
5993,purchase,6149
5994,sale_full,12608
5995,sale_full,13790
5996,sale_full,18666
5997,sale_full,18850
5998,sale_full,240181
5999,purchase,20843
6000,purchase,48189
6001,purchase,47433
6002,purchase,15890
6003,purchase,43910
6004,purchase,37051
6005,purchase,16438
6006,purchase,43191
6007,purchase,27151
6008,purchase,27313
6009,purchase,42010
6010,purchase,44640
6011,purchase,24979
6012,purchase,32602
6013,purchase,29529
6014,purchase,28051
6015,purchase,15049
6016,purchase,29223
6017,purchase,17395
6018,purchase,35461
6019,purchase,35765
6020,purchase,31286
6021,purchase,24682
6022,purchase,45968
6023,purchase,37738
6024,purchase,42824
6025,purchase,30946
6026,purchase,27713
6027,purchase,41957
6028,purchase,46888
6029,purchase,29481
6030,purchase,20060
6031,sale_full,36445
6032,sale_full,16233
6033,sale_full,7468
6034,sale_full,4804
6035,sale_full,11544
6036,purchase,11377
6037,purchase,9280
6038,sale_full,1720
6039,purchase,7604
6040,sale_full,2977
6041,purchase,11090
6042,sale_full,8258
6043,purchase,4734
6044,sale_full,5931
6045,purchase,6854
6046,purchase,1091
6047,sale_full,16811
6048,sale_full,23060
6049,sale_full,15831
6050,sale_full,11019
6051,sale_full,36137
6052,sale_full,174425
6053,sale_full,4996
6054,sale_full,3481
6055,sale_full,37315
6056,sale_full,20950
6057,sale_full,175874
6058,sale_full,7866
6059,sale_full,171589
6060,sale_full,22226
6061,sale_full,90256
6062,sale_full,23588
6063,sale_full,93774
6064,sale_full,16243
6065,sale_full,67189
6066,sale_full,9352
6067,sale_full,66817
6068,sale_full,20276
6069,sale_full,66377
6070,sale_full,211677
6071,sale_full,22969
6072,sale_full,37868
6073,sale_full,47818
6074,sale_full,48071
6075,purchase,43924
6076,purchase,47127
6077,purchase,46789
6078,purchase,47166
6079,purchase,25371
6080,purchase,47288
6081,purchase,18134
6082,purchase,34752
6083,purchase,17612
6084,purchase,45896
6085,purchase,36939
6086,purchase,23212
6087,purchase,44285
6088,purchase,44471
6089,purchase,23436
6090,purchase,40787
6091,purchase,40449
6092,purchase,48386
6093,purchase,23262
6094,purchase,31677
6095,purchase,35008
6096,purchase,46232
6097,purchase,31918
6098,purchase,45326
6099,purchase,26884
6100,purchase,26975
6101,purchase,48056
6102,purchase,31802
6103,purchase,24612
6104,purchase,37901
6105,purchase,28821
6106,sale_full,49764
6107,sale_full,33031
6108,sale_full,77239
6109,purchase,30031
6110,purchase,7573
6111,sale_full,4924
6113,sale_full,674484
6145,purchase,918947
6146,purchase,9446
6147,purchase,9784
6148,purchase,3604
6149,purchase,2390
6150,purchase,5706
6151,purchase,14166
6152,purchase,11397
6153,purchase,14648
6154,purchase,6091
6155,purchase,7227
6156,purchase,12017
6157,purchase,4486
6158,purchase,6705
6159,purchase,11016
6160,purchase,2334
6161,purchase,2054
6162,purchase,5633
6163,purchase,4888
6179,sale_full,370605
6296,purchase,11822
6297,purchase,14047
6298,purchase,9284
6299,purchase,14019
6300,purchase,2008
6301,purchase,7356
6302,purchase,11424
6303,purchase,4614
6304,sale_full,12844
6305,sale_partial,7
6306,sale_partial,251
6307,purchase,216
6308,purchase,12
6309,sale_partial,437
6310,sale_partial,468
6311,sale_partial,267
6312,sale_partial,37
6313,sale_partial,171
6314,sale_partial,405
6315,purchase,858
6316,purchase,3781
6317,sale_partial,13218
6318,sale_partial,13339
6319,purchase,13258
6320,purchase,16787
6321,sale_partial,657
6322,sale_partial,8738
6323,sale_partial,456
6324,sale_partial,1633
6325,sale_partial,731
6326,sale_full,6761
6327,purchase,1408
6328,purchase,9587
6329,sale_full,10678
6330,purchase,14724
6331,purchase,10620
6332,purchase,4424
6333,purchase,1942
6334,purchase,5372
6335,purchase,1183
6336,purchase,6993
6337,purchase,3539
6338,purchase,12509
6339,purchase,11666
6340,purchase,43076
6341,sale_partial,26881
6342,purchase,12860
6343,purchase,10869
6344,purchase,10560
6345,purchase,12652
6346,sale_full,12834
6347,sale_partial,10
6348,purchase,473
6349,purchase,607
6350,sale_partial,12163
6351,sale_partial,9475
6352,sale_partial,9730
6353,purchase,1452
6354,purchase,5009
6355,purchase,10081
6356,purchase,12683
6357,purchase,4495
6358,sale_partial,50069
6359,sale_partial,43135
6360,sale_partial,92775
6361,purchase,9352
6362,purchase,1969
6363,purchase,13246
6364,sale_partial,10487
6365,sale_partial,2340
6366,sale_full,5474
6367,purchase,17516
6368,purchase,9600
6369,purchase,12706
6370,purchase,9313
6371,purchase,4424
6372,sale_full,3242
6373,purchase,8571
6374,purchase,7942
6375,purchase,1614
6376,sale_full,11157
6377,sale_partial,2169
6378,sale_partial,5837
6379,sale_full,51570
6380,purchase,2703
6381,purchase,10872
6382,purchase,1419
6383,purchase,7054
6384,purchase,2103
6385,sale_partial,5336
6386,purchase,12167
6387,purchase,10238
6388,sale_full,10620
6389,sale_partial,5212
6390,sale_full,10270
6391,sale_partial,4251
6392,sale_partial,4338
6393,sale_partial,6344
6394,purchase,11140
6395,purchase,11617
6396,purchase,3672
6397,purchase,5013
6398,purchase,11022
6399,sale_partial,14496
6400,purchase,11928
6401,purchase,4772
6402,sale_partial,8047
6403,sale_full,408714
6404,purchase,8509
6405,sale_partial,13107
6406,purchase,10237
6407,purchase,1193
6408,purchase,81792
6409,sale_partial,9886
6410,sale_partial,1740
6411,sale_partial,10840
6412,purchase,12934
6413,purchase,4281
6414,purchase,14190
6415,purchase,2645
6416,purchase,10273
6417,purchase,1372
6418,sale_partial,6297
6419,purchase,7602
6420,purchase,1457
6421,purchase,14771
6422,purchase,8923
6423,purchase,7390
6424,purchase,4176
6425,purchase,2398
6426,purchase,3871
6427,purchase,11423
6428,purchase,5384
6429,purchase,3911
6430,purchase,5458
6431,purchase,14743
6432,purchase,3629
6433,sale_full,7000
6434,purchase,8393
6435,sale_partial,1545
6436,purchase,3976
6437,sale_partial,6839
6438,purchase,11448
6439,purchase,1146
6440,purchase,1499
6441,purchase,12857
6442,sale_full,4744
6443,purchase,14326
6444,purchase,12217
6445,purchase,10243
6446,sale_full,8020
6447,purchase,7774
6448,sale_partial,4941
6449,purchase,11514
6450,purchase,4143
6451,purchase,4636
6452,sale_partial,2383
6453,purchase,10020
6454,sale_full,2693
6455,purchase,9480
6456,purchase,10721
6457,sale_full,3988
6458,sale_partial,12745
6459,sale_full,6594
6460,sale_partial,4922
6461,purchase,5957
6462,purchase,1894
6463,sale_full,10930
6464,sale_partial,5987
6465,purchase,3387
6466,sale_partial,8368
6467,purchase,7351
6468,sale_partial,10013
6469,purchase,14617
6470,purchase,5289
6471,sale_full,7809
6484,sale_full,12120
6485,sale_full,810949
6490,sale_full,81118
6491,sale_full,298217
6498,purchase,24452
6499,purchase,20763
6510,purchase,6961
6511,purchase,9807
6512,purchase,2907
6513,sale_partial,8448
6514,sale_partial,1128
6515,purchase,5463
6517,sale_full,118307
6518,sale_partial,217279
6521,sale_full,180917
6522,sale_full,152858
6523,sale_partial,627189
6525,sale_full,167520
6526,sale_partial,9245
6527,sale_partial,1706
6528,sale_partial,8727
6529,sale_partial,5271
6535,sale_partial,4184
6543,sale_partial,13750
6544,purchase,85520
6545,sale_full,203553
6595,purchase,35625
6596,purchase,149413
6597,sale_partial,217321
6598,sale_partial,58156
6599,sale_full,13486
6600,sale_partial,73536
6607,purchase,7722
6610,purchase,2763
6611,sale_full,13666
6612,sale_partial,3881
6616,purchase,3462
6620,purchase,6148
6621,purchase,4109
6626,sale_partial,12614
6631,sale_partial,6081
6632,purchase,4385
6637,sale_full,6218
6640,sale_full,9509
6647,purchase,12719
6648,purchase,6363
6649,purchase,1645
6650,purchase,14368
6671,purchase,9022
6672,sale_partial,7610
6673,sale_full,1703
6674,purchase,12591
6675,purchase,4405
6676,purchase,8715
6677,purchase,2155
6678,sale_partial,14601
6679,sale_partial,12254
6680,purchase,9751
6681,purchase,11599
6682,sale_partial,4771
6683,sale_full,10153
6684,purchase,9004
6685,sale_partial,14038
6686,sale_partial,1911
6687,sale_full,2563
6688,sale_partial,12651
6689,sale_full,6395
6690,sale_partial,5436
6691,sale_full,8569
6692,sale_partial,2602
6693,purchase,10030
6694,sale_partial,14616
6695,sale_partial,2827
6696,sale_full,12828
6697,sale_partial,11408
6698,purchase,22643
6699,sale_full,137526
6700,purchase,39373
6701,purchase,11697
6702,purchase,12108
6703,purchase,9407
6704,purchase,3129
6705,purchase,13814
6706,purchase,42746
6707,purchase,32329
6708,purchase,41417
6709,purchase,4890
6710,purchase,9658
6711,sale_full,13444
6712,purchase,14030
6713,sale_full,13636
6714,purchase,4557
6715,sale_full,3543
6716,purchase,14975
6717,sale_full,8670
6718,sale_full,3446
6719,purchase,7150
6720,sale_full,1656
6721,purchase,6257
6722,sale_full,9394
6723,sale_full,1793
6724,purchase,11621
6725,sale_full,9024
6726,purchase,2517
6727,sale_full,7776
6728,sale_full,3994
6729,purchase,1162
6730,purchase,9898
6731,purchase,9674
6732,sale_partial,5623
6733,sale_partial,8354
6734,sale_partial,12656
6735,purchase,8988
6736,purchase,12272
6737,sale_partial,10630
6738,purchase,1644
6739,sale_partial,4952
6740,purchase,9981
6741,sale_partial,12550
6742,sale_partial,2742
6743,sale_full,4008
6744,purchase,6092
6745,purchase,10225
6746,purchase,14621
6747,sale_partial,12678
6748,sale_full,7620
6749,sale_partial,7865
6750,sale_partial,5021
6751,sale_full,12414
6752,sale_partial,5454
6753,purchase,9682
6754,purchase,1450
6755,purchase,13174
6756,sale_partial,14376
6757,sale_partial,3948
6758,purchase,10715
6759,sale_full,6583
6760,sale_full,6818
6761,sale_partial,5585
6762,sale_partial,3156
6763,purchase,2209
6764,purchase,9804
6765,purchase,1450
6766,sale_partial,7323
6767,purchase,11083
6768,purchase,14424
6769,purchase,10175
6770,purchase,14812
6771,sale_full,9933
6772,sale_partial,1257
6773,sale_full,13901
6774,purchase,6911
6775,sale_full,11812
6776,sale_full,12947
6777,purchase,6926
6778,sale_partial,13394
6779,purchase,7799
6780,purchase,8766
6781,purchase,10626
6782,purchase,5229
6783,sale_full,12274
6784,purchase,6305
6785,purchase,13648
6786,purchase,8139
6787,purchase,3821
6788,sale_partial,11572
6896,purchase,36643
6897,purchase,48891
6898,sale_partial,9052
6899,sale_full,29201
6900,purchase,3213
6901,sale_full,7543
6902,purchase,2218
6903,purchase,308907
6904,purchase,308101
6905,purchase,364393
6906,purchase,480670
6907,sale_full,430271
6908,purchase,880276
6909,purchase,606944
6910,purchase,14228
6911,purchase,29958
6912,purchase,8555
6913,purchase,33885
6914,purchase,7754
6915,purchase,1254
6916,sale_partial,52879
6917,purchase,11670
6918,sale_full,26692
6919,purchase,36598
6928,purchase,27609
6929,purchase,16768
6930,sale_full,18692
6931,sale_full,25054
6932,purchase,25982
6933,sale_full,27120
6934,purchase,65104
6935,sale_full,37099
6936,sale_full,27897
6937,sale_full,17221
6938,purchase,41514
6939,sale_full,36436
6940,purchase,194391
6941,purchase,29520
6942,purchase,37878
6943,sale_full,31035
6944,sale_full,45132
6945,sale_full,32781
6946,purchase,46906
6947,purchase,19014
6948,sale_full,18964
6949,sale_full,87557
6950,sale_full,43866
6951,purchase,374627
6952,purchase,18291
6953,purchase,36830
6954,sale_full,42739
6955,purchase,15135
6956,purchase,17664
6957,sale_full,29060
6958,sale_full,25922
6959,purchase,26287
6960,sale_full,15782
6961,purchase,33318
6962,sale_full,28279
6963,purchase,49510
6964,purchase,96188
6965,sale_full,27688
6966,purchase,28756
6967,sale_full,37397
6968,sale_full,19766
6969,purchase,54446
6970,purchase,16747
6971,purchase,36366
6972,purchase,35267
6973,purchase,49041
6974,sale_full,27525
6975,sale_full,28098
6976,sale_full,62809
6977,purchase,21470
6978,purchase,167982
6979,purchase,29412
6980,purchase,31336
6981,purchase,31806
6982,sale_full,234999
6983,purchase,239025
6984,purchase,81801
6985,purchase,187248
6986,purchase,47091
6987,purchase,129909
6988,sale_partial,35299
6989,purchase,31572
6990,sale_full,163960
7060,sale_partial,26501
7061,sale_full,14573
7062,purchase,5137
7063,sale_full,7601
7064,sale_partial,14344
7065,sale_partial,1781
7066,sale_full,2819
7067,purchase,10846
7068,purchase,16097
7069,purchase,5742
7070,sale_partial,41154
7071,sale_partial,13864
7072,purchase,6687
7073,purchase,11909
7074,sale_partial,11255
7075,sale_partial,5255
7076,sale_partial,2824
7077,sale_partial,7215
7078,sale_full,1461
7079,sale_partial,9042
7080,purchase,3413
7081,sale_partial,14685
7082,sale_partial,6405
7083,purchase,1908
7084,sale_partial,3809
7085,sale_partial,14732
7086,sale_partial,6795
7087,sale_partial,7351
7088,purchase,5191
7089,sale_full,6450
7090,sale_full,14122
7091,sale_partial,7163
7092,sale_partial,11275
7093,sale_partial,11437
7094,sale_full,10578
7095,sale_full,7987
7096,sale_partial,26749
7097,purchase,6487
7098,sale_partial,1870
7099,sale_partial,8212
7100,sale_full,8686
7101,purchase,1686
7102,purchase,11797
7103,sale_partial,12975
7104,purchase,6526
7105,purchase,6962
7106,purchase,5220
7107,purchase,11170
7108,purchase,7407
7109,sale_full,36664
7110,purchase,12901
7111,sale_full,9778
7112,sale_partial,5469
7113,sale_partial,3937
7114,sale_partial,8498
7115,purchase,12385
7116,sale_partial,1587
7117,sale_partial,11205
7118,sale_partial,8142
7119,sale_partial,12267
7120,sale_partial,14753
7121,purchase,12090
7122,sale_partial,5735
7123,sale_partial,6778
7124,sale_partial,10441
7125,sale_full,6669
7126,sale_partial,12899
7127,sale_partial,2296
7128,purchase,8676
7129,sale_partial,5897
7130,sale_full,10525
7131,sale_partial,6979
7132,sale_partial,17297
7133,purchase,29933
7134,sale_partial,10963
7135,sale_partial,1433
7136,sale_partial,13628
7137,purchase,14880
7138,purchase,13484
7139,purchase,10441
7140,purchase,14148
7141,sale_partial,4324
7142,sale_partial,2719
7143,sale_full,6663
7144,sale_partial,7048
7145,purchase,2850
7146,purchase,11169
7147,purchase,13652
7148,purchase,5355
7149,sale_partial,2578
7150,purchase,41788
7154,purchase,57889
7304,sale_full,2612
7305,sale_full,35667
7306,exchange,80891
